140  x  141
┌─────────┬──────┬──────┬─────────┬────────┬────────┐
│ (index) │  id  │ line │ foundAt │ length │ number │
│   844   │ 845  │  99  │   128   │   3    │  395   │
│   845   │ 846  │  99  │   132   │   3    │  408   │
│   846   │ 847  │  99  │   137   │   3    │  757   │
│   847   │ 848  │ 100  │    5    │   3    │  236   │
│   848   │ 849  │ 100  │   12    │   3    │  661   │
│   849   │ 850  │ 100  │   18    │   3    │  565   │
│   850   │ 851  │ 100  │   49    │   3    │  228   │
│   851   │ 852  │ 100  │   64    │   3    │  287   │
│   852   │ 853  │ 100  │   70    │   3    │  448   │
│   853   │ 854  │ 101  │   22    │   3    │  982   │
│   854   │ 855  │ 101  │   53    │   3    │  403   │
│   855   │ 856  │ 101  │   57    │   3    │  317   │
│   856   │ 857  │ 101  │   74    │   3    │  103   │
│   857   │ 858  │ 101  │   94    │   3    │  454   │
│   858   │ 859  │ 101  │   104   │   3    │  311   │
│   859   │ 860  │ 101  │   111   │   3    │  588   │
│   860   │ 861  │ 101  │   133   │   3    │  105   │
│   861   │ 862  │ 102  │    3    │   2    │   72   │
│   862   │ 863  │ 102  │   36    │   3    │  246   │
│   863   │ 864  │ 102  │   41    │   3    │  991   │
│   864   │ 865  │ 102  │   61    │   2    │   12   │
│   865   │ 866  │ 102  │   89    │   3    │  271   │
│   866   │ 867  │ 102  │   100   │   3    │  668   │
│   867   │ 868  │ 103  │    7    │   3    │  348   │
│   868   │ 869  │ 103  │   13    │   3    │  259   │
│   869   │ 870  │ 103  │   28    │   3    │  384   │
│   870   │ 871  │ 103  │   32    │   3    │  221   │
│   871   │ 872  │ 103  │   50    │   3    │  873   │
│   872   │ 873  │ 103  │   66    │   3    │  560   │
│   873   │ 874  │ 103  │   77    │   3    │  686   │
│   874   │ 875  │ 103  │   111   │   3    │  241   │
│   875   │ 876  │ 103  │   126   │   3    │  763   │
│   876   │ 877  │ 103  │   137   │   3    │  884   │
│   877   │ 878  │ 104  │   23    │   3    │  848   │
│   878   │ 879  │ 104  │   74    │   2    │   76   │
│   879   │ 880  │ 104  │   87    │   3    │  889   │
│   880   │ 881  │ 104  │   92    │   3    │  417   │
│   881   │ 882  │ 104  │   96    │   3    │  404   │
│   882   │ 883  │ 104  │   118   │   3    │  538   │
│   883   │ 884  │ 104  │   122   │   3    │  663   │
│   884   │ 885  │ 104  │   134   │   2    │   61   │
│   885   │ 886  │ 105  │    7    │   3    │  446   │
│   886   │ 887  │ 105  │   14    │   3    │  948   │
│   887   │ 888  │ 105  │   19    │   3    │  805   │
│   888   │ 889  │ 105  │   27    │   3    │  615   │
│   889   │ 890  │ 105  │   35    │   3    │  303   │
│   890   │ 891  │ 105  │   40    │   3    │  372   │
│   891   │ 892  │ 105  │   53    │   3    │  893   │
│   892   │ 893  │ 105  │   63    │   3    │  945   │
│   893   │ 894  │ 105  │   69    │   3    │  849   │
│   894   │ 895  │ 105  │   81    │   3    │  861   │
│   895   │ 896  │ 105  │   101   │   3    │  187   │
│   896   │ 897  │ 105  │   105   │   3    │  980   │
│   897   │ 898  │ 105  │   130   │   3    │  838   │
│   898   │ 899  │ 106  │    3    │   3    │  453   │
│   899   │ 900  │ 106  │   48    │   3    │  357   │
│   900   │ 901  │ 106  │   87    │   3    │  506   │
│   901   │ 902  │ 106  │   94    │   3    │  129   │
│   902   │ 903  │ 106  │   110   │   3    │  633   │
│   903   │ 904  │ 106  │   114   │   3    │  822   │
│   904   │ 905  │ 107  │    7    │   3    │  188   │
│   905   │ 906  │ 107  │   18    │   3    │  495   │
│   906   │ 907  │ 107  │   25    │   3    │  732   │
│   907   │ 908  │ 107  │   40    │   3    │  635   │
│   908   │ 909  │ 107  │   62    │   3    │  219   │
│   909   │ 910  │ 107  │   73    │   2    │   65   │
│   910   │ 911  │ 107  │   79    │   3    │  475   │
│   911   │ 912  │ 107  │   98    │   3    │  811   │
│   912   │ 913  │ 107  │   104   │   3    │  231   │
│   913   │ 914  │ 107  │   120   │   3    │  332   │
│   914   │ 915  │ 107  │   127   │   3    │  212   │
│   915   │ 916  │ 108  │   44    │   3    │  575   │
│   916   │ 917  │ 108  │   57    │   3    │  591   │
│   917   │ 918  │ 108  │   67    │   3    │  420   │
│   918   │ 919  │ 108  │   111   │   3    │  897   │
│   919   │ 920  │ 108  │   115   │   3    │  317   │
│   920   │ 921  │ 108  │   131   │   3    │  165   │
│   921   │ 922  │ 108  │   137   │   3    │  762   │
│   922   │ 923  │ 109  │   13    │   3    │  764   │
│   923   │ 924  │ 109  │   18    │   3    │  410   │
│   924   │ 925  │ 109  │   34    │   3    │  438   │
│   925   │ 926  │ 109  │   52    │   3    │  588   │
│   926   │ 927  │ 109  │   61    │   3    │  245   │
│   927   │ 928  │ 109  │   79    │   3    │  468   │
│   928   │ 929  │ 109  │   92    │   2    │   32   │
│   929   │ 930  │ 109  │   97    │   3    │  714   │
│   930   │ 931  │ 109  │   103   │   3    │  456   │
│   931   │ 932  │ 110  │   38    │   3    │  516   │
│   932   │ 933  │ 110  │   42    │   3    │  552   │
│   933   │ 934  │ 110  │   48    │   3    │  366   │
│   934   │ 935  │ 110  │   57    │   3    │  416   │
│   935   │ 936  │ 110  │   68    │   3    │  166   │
│   936   │ 937  │ 110  │   74    │   3    │  552   │
│   937   │ 938  │ 110  │   113   │   3    │  126   │
│   938   │ 939  │ 110  │   125   │   3    │  396   │
│   939   │ 940  │ 110  │   129   │   3    │  386   │
│   940   │ 941  │ 110  │   136   │   3    │  921   │
│   941   │ 942  │ 111  │   21    │   2    │   67   │
│   942   │ 943  │ 111  │   32    │   3    │  468   │
│   943   │ 944  │ 111  │   81    │   3    │  403   │
│   944   │ 945  │ 111  │   85    │   3    │  221   │
│   945   │ 946  │ 111  │   95    │   3    │  433   │
│   946   │ 947  │ 111  │   103   │   3    │  411   │
│   947   │ 948  │ 111  │   108   │   3    │  299   │
│   948   │ 949  │ 111  │   121   │   3    │  457   │
│   949   │ 950  │ 112  │    5    │   3    │  539   │
│   950   │ 951  │ 112  │   16    │   3    │  287   │
│   951   │ 952  │ 112  │   45    │   3    │  657   │
│   952   │ 953  │ 112  │   50    │   3    │  457   │
│   953   │ 954  │ 112  │   67    │   3    │  614   │
│   954   │ 955  │ 112  │   78    │   2    │   34   │
│   955   │ 956  │ 112  │   100   │   2    │   12   │
│   956   │ 957  │ 112  │   112   │   3    │  693   │
│   957   │ 958  │ 113  │   12    │   3    │  908   │
│   958   │ 959  │ 113  │   22    │   3    │  602   │
│   959   │ 960  │ 113  │   27    │   3    │  176   │
│   960   │ 961  │ 113  │   32    │   3    │  358   │
│   961   │ 962  │ 113  │   37    │   3    │  778   │
│   962   │ 963  │ 113  │   55    │   2    │   72   │
│   963   │ 964  │ 113  │   86    │   3    │  161   │
│   964   │ 965  │ 113  │   90    │   3    │  579   │
│   965   │ 966  │ 113  │   128   │   3    │  571   │
│   966   │ 967  │ 113  │   132   │   3    │  602   │
│   967   │ 968  │ 114  │   41    │   3    │  799   │
│   968   │ 969  │ 114  │   61    │   3    │  118   │
│   969   │ 970  │ 114  │   72    │   3    │  788   │
│   970   │ 971  │ 114  │   79    │   3    │  689   │
│   971   │ 972  │ 114  │   106   │   3    │  702   │
│   972   │ 973  │ 114  │   111   │   3    │  493   │
│   973   │ 974  │ 114  │   121   │   3    │  117   │
│   974   │ 975  │ 115  │   17    │   3    │  337   │
│   975   │ 976  │ 115  │   22    │   3    │  496   │
│   976   │ 977  │ 115  │   27    │   3    │  504   │
│   977   │ 978  │ 115  │   53    │   3    │  519   │
│   978   │ 979  │ 115  │   84    │   3    │  744   │
│   979   │ 980  │ 115  │   95    │   3    │  782   │
│   980   │ 981  │ 115  │   117   │   3    │  625   │
│   981   │ 982  │ 115  │   129   │   3    │  499   │
│   982   │ 983  │ 115  │   137   │   3    │  576   │
│   983   │ 984  │ 116  │    7    │   3    │  459   │
│   984   │ 985  │ 116  │   59    │   2    │   28   │
│   985   │ 986  │ 116  │   66    │   3    │  398   │
│   986   │ 987  │ 116  │   100   │   2    │   19   │
│   987   │ 988  │ 116  │   107   │   3    │  935   │
│   988   │ 989  │ 116  │   122   │   3    │  845   │
│   989   │ 990  │ 117  │   13    │   3    │  707   │
│   990   │ 991  │ 117  │   37    │   3    │  992   │
│   991   │ 992  │ 117  │   48    │   3    │  289   │
│   992   │ 993  │ 117  │   54    │   3    │  481   │
│   993   │ 994  │ 117  │   80    │   1    │   3    │
│   994   │ 995  │ 117  │   83    │   3    │  234   │
│   995   │ 996  │ 117  │   90    │   3    │  822   │
│   996   │ 997  │ 118  │    2    │   3    │  513   │
│   997   │ 998  │ 118  │    6    │   3    │  914   │
│   998   │ 999  │ 118  │   19    │   3    │  161   │
│   999   │ 1000 │ 118  │   28    │   3    │  664   │
│  1000   │ 1001 │ 118  │   62    │   3    │  922   │
│  1001   │ 1002 │ 118  │   104   │   3    │  330   │
│  1002   │ 1003 │ 118  │   133   │   3    │  798   │
│  1003   │ 1004 │ 119  │   10    │   3    │  378   │
│  1004   │ 1005 │ 119  │   33    │   3    │  258   │
│  1005   │ 1006 │ 119  │   51    │   3    │  219   │
│  1006   │ 1007 │ 119  │   56    │   3    │  313   │
│  1007   │ 1008 │ 119  │   68    │   3    │  836   │
│  1008   │ 1009 │ 119  │   77    │   3    │  226   │
│  1009   │ 1010 │ 119  │   81    │   3    │  566   │
│  1010   │ 1011 │ 119  │   89    │   3    │  748   │
│  1011   │ 1012 │ 119  │   100   │   3    │  147   │
│  1012   │ 1013 │ 119  │   110   │   3    │  872   │
│  1013   │ 1014 │ 119  │   120   │   3    │  786   │
│  1014   │ 1015 │ 119  │   125   │   3    │  538   │
│  1015   │ 1016 │ 119  │   129   │   3    │  446   │
│  1016   │ 1017 │ 120  │    6    │   3    │  827   │
│  1017   │ 1018 │ 120  │   20    │   3    │  907   │
│  1018   │ 1019 │ 120  │   27    │   3    │  844   │
│  1019   │ 1020 │ 120  │   43    │   3    │  684   │
│  1020   │ 1021 │ 120  │   94    │   3    │  263   │
│  1021   │ 1022 │ 120  │   116   │   1    │   8    │
│  1022   │ 1023 │ 121  │    0    │   3    │  835   │
│  1023   │ 1024 │ 121  │   15    │   2    │   88   │
│  1024   │ 1025 │ 121  │   33    │   3    │  308   │
│  1025   │ 1026 │ 121  │   51    │   3    │  161   │
│  1026   │ 1027 │ 121  │   59    │   3    │  621   │
│  1027   │ 1028 │ 121  │   63    │   3    │  327   │
│  1028   │ 1029 │ 121  │   69    │   3    │  184   │
│  1029   │ 1030 │ 121  │   76    │   3    │  333   │
│  1030   │ 1031 │ 121  │   90    │   3    │  473   │
│  1031   │ 1032 │ 121  │   98    │   3    │  205   │
│  1032   │ 1033 │ 121  │   135   │   3    │  872   │
│  1033   │ 1034 │ 122  │    8    │   3    │  340   │
│  1034   │ 1035 │ 122  │   24    │   3    │  744   │
│  1035   │ 1036 │ 122  │   45    │   3    │  961   │
│  1036   │ 1037 │ 122  │   80    │   3    │  449   │
│  1037   │ 1038 │ 122  │   86    │   3    │  740   │
│  1038   │ 1039 │ 122  │   114   │   3    │  867   │
│  1039   │ 1040 │ 122  │   118   │   3    │  427   │
│  1040   │ 1041 │ 122  │   123   │   3    │  251   │
│  1041   │ 1042 │ 123  │    2    │   3    │  988   │
│  1042   │ 1043 │ 123  │   65    │   3    │  765   │
│  1043   │ 1044 │ 123  │   94    │   3    │  743   │
│  1044   │ 1045 │ 123  │   103   │   3    │  228   │
│  1045   │ 1046 │ 123  │   130   │   3    │  942   │
│  1046   │ 1047 │ 124  │   13    │   3    │  125   │
│  1047   │ 1048 │ 124  │   30    │   3    │  406   │
│  1048   │ 1049 │ 124  │   48    │   3    │  837   │
│  1049   │ 1050 │ 124  │   74    │   3    │  609   │
│  1050   │ 1051 │ 124  │   98    │   3    │  644   │
│  1051   │ 1052 │ 124  │   107   │   3    │  465   │
│  1052   │ 1053 │ 124  │   111   │   3    │  643   │
│  1053   │ 1054 │ 124  │   118   │   3    │  880   │
│  1054   │ 1055 │ 124  │   123   │   3    │  509   │
│  1055   │ 1056 │ 124  │   137   │   3    │  453   │
│  1056   │ 1057 │ 125  │    4    │   3    │  544   │
│  1057   │ 1058 │ 125  │   17    │   3    │  480   │
│  1058   │ 1059 │ 125  │   43    │   3    │  274   │
│  1059   │ 1060 │ 125  │   54    │   3    │  148   │
│  1060   │ 1061 │ 125  │   59    │   3    │  583   │
│  1061   │ 1062 │ 125  │   65    │   3    │  821   │
│  1062   │ 1063 │ 125  │   78    │   3    │  880   │
│  1063   │ 1064 │ 125  │   86    │   3    │  492   │
│  1064   │ 1065 │ 125  │   93    │   3    │  535   │
│  1065   │ 1066 │ 126  │   13    │   3    │  306   │
│  1066   │ 1067 │ 126  │   48    │   3    │  287   │
│  1067   │ 1068 │ 126  │   70    │   3    │  647   │
│  1068   │ 1069 │ 126  │   110   │   3    │  166   │
│  1069   │ 1070 │ 126  │   114   │   3    │  714   │
│  1070   │ 1071 │ 126  │   121   │   3    │  942   │
│  1071   │ 1072 │ 126  │   126   │   3    │  675   │
│  1072   │ 1073 │ 126  │   134   │   3    │  657   │
│  1073   │ 1074 │ 127  │   37    │   3    │  673   │
│  1074   │ 1075 │ 127  │   43    │   3    │  780   │
│  1075   │ 1076 │ 127  │   57    │   3    │  620   │
│  1076   │ 1077 │ 127  │   98    │   3    │  997   │
│  1077   │ 1078 │ 127  │   102   │   3    │  465   │
│  1078   │ 1079 │ 128  │    1    │   3    │  456   │
│  1079   │ 1080 │ 128  │   12    │   3    │  920   │
│  1080   │ 1081 │ 128  │   17    │   3    │  855   │
│  1081   │ 1082 │ 128  │   21    │   3    │  913   │
│  1082   │ 1083 │ 128  │   48    │   3    │  325   │
│  1083   │ 1084 │ 128  │   52    │   3    │  316   │
│  1084   │ 1085 │ 128  │   62    │   1    │   6    │
│  1085   │ 1086 │ 128  │   70    │   3    │  208   │
│  1086   │ 1087 │ 128  │   77    │   3    │  486   │
│  1087   │ 1088 │ 128  │   88    │   3    │  715   │
│  1088   │ 1089 │ 128  │   130   │   2    │   67   │
│  1089   │ 1090 │ 129  │    7    │   3    │  178   │
│  1090   │ 1091 │ 129  │   26    │   3    │  686   │
│  1091   │ 1092 │ 129  │   30    │   2    │   59   │
│  1092   │ 1093 │ 129  │   36    │   3    │  871   │
│  1093   │ 1094 │ 129  │   93    │   3    │  149   │
│  1094   │ 1095 │ 129  │   110   │   3    │  238   │
│  1095   │ 1096 │ 129  │   121   │   3    │  634   │
│  1096   │ 1097 │ 130  │    4    │   2    │   56   │
│  1097   │ 1098 │ 130  │   15    │   3    │  385   │
│  1098   │ 1099 │ 130  │   21    │   3    │  648   │
│  1099   │ 1100 │ 130  │   41    │   3    │  968   │
│  1100   │ 1101 │ 130  │   54    │   3    │  732   │
│  1101   │ 1102 │ 130  │   62    │   3    │  921   │
│  1102   │ 1103 │ 130  │   66    │   3    │  467   │
│  1103   │ 1104 │ 130  │   87    │   3    │  479   │
│  1104   │ 1105 │ 130  │   99    │   3    │  695   │
│  1105   │ 1106 │ 130  │   103   │   3    │  284   │
│  1106   │ 1107 │ 131  │   12    │   2    │   56   │
│  1107   │ 1108 │ 131  │   25    │   3    │  675   │
│  1108   │ 1109 │ 131  │   30    │   3    │  746   │
│  1109   │ 1110 │ 131  │   47    │   3    │  384   │
│  1110   │ 1111 │ 131  │   74    │   3    │  451   │
│  1111   │ 1112 │ 131  │   78    │   3    │  709   │
│  1112   │ 1113 │ 131  │   116   │   3    │  939   │
│  1113   │ 1114 │ 131  │   121   │   3    │  265   │
│  1114   │ 1115 │ 131  │   133   │   3    │  290   │
│  1115   │ 1116 │ 131  │   137   │   3    │  891   │
│  1116   │ 1117 │ 132  │   16    │   3    │  501   │
│  1117   │ 1118 │ 132  │   42    │   3    │  620   │
│  1118   │ 1119 │ 132  │   58    │   3    │  900   │
│  1119   │ 1120 │ 132  │   68    │   3    │  825   │
│  1120   │ 1121 │ 132  │   88    │   3    │  258   │
│  1121   │ 1122 │ 132  │   94    │   3    │  387   │
│  1122   │ 1123 │ 132  │   103   │   2    │   21   │
│  1123   │ 1124 │ 132  │   106   │   2    │   40   │
│  1124   │ 1125 │ 132  │   111   │   3    │  273   │
│  1125   │ 1126 │ 133  │    7    │   3    │  532   │
│  1126   │ 1127 │ 133  │   54    │   3    │  956   │
│  1127   │ 1128 │ 133  │   82    │   3    │  711   │
│  1128   │ 1129 │ 133  │   116   │   3    │  415   │
│  1129   │ 1130 │ 133  │   120   │   3    │  307   │
│  1130   │ 1131 │ 133  │   127   │   3    │  411   │
│  1131   │ 1132 │ 133  │   136   │   1    │   9    │
│  1132   │ 1133 │ 134  │   30    │   3    │  314   │
│  1133   │ 1134 │ 134  │   42    │   3    │  692   │
│  1134   │ 1135 │ 134  │   46    │   3    │  214   │
│  1135   │ 1136 │ 134  │   50    │   3    │  718   │
│  1136   │ 1137 │ 134  │   66    │   3    │  762   │
│  1137   │ 1138 │ 134  │   70    │   3    │  461   │
│  1138   │ 1139 │ 134  │   78    │   3    │  844   │
│  1139   │ 1140 │ 134  │   101   │   3    │  973   │
│  1140   │ 1141 │ 134  │   105   │   3    │  675   │
│  1141   │ 1142 │ 134  │   111   │   2    │   80   │
│  1142   │ 1143 │ 134  │   131   │   3    │  143   │
│  1143   │ 1144 │ 135  │   11    │   3    │  365   │
│  1144   │ 1145 │ 135  │   21    │   3    │  460   │
│  1145   │ 1146 │ 135  │   25    │   3    │  329   │
│  1146   │ 1147 │ 135  │   36    │   3    │  476   │
│  1147   │ 1148 │ 135  │   86    │   3    │  926   │
│  1148   │ 1149 │ 135  │   94    │   3    │  799   │
│  1149   │ 1150 │ 136  │   16    │   3    │  297   │
│  1150   │ 1151 │ 136  │   52    │   3    │  753   │
│  1151   │ 1152 │ 136  │   63    │   3    │  700   │
│  1152   │ 1153 │ 136  │   72    │   3    │  473   │
│  1153   │ 1154 │ 136  │   76    │   3    │  765   │
│  1154   │ 1155 │ 136  │   98    │   3    │  967   │
│  1155   │ 1156 │ 136  │   109   │   3    │  111   │
│  1156   │ 1157 │ 136  │   113   │   3    │  629   │
│  1157   │ 1158 │ 136  │   117   │   3    │  932   │
│  1158   │ 1159 │ 136  │   124   │   3    │  125   │
│  1159   │ 1160 │ 137  │   11    │   3    │  261   │
│  1160   │ 1161 │ 137  │   25    │   3    │  786   │
│  1161   │ 1162 │ 137  │   29    │   3    │  283   │
│  1162   │ 1163 │ 137  │   36    │   3    │  695   │
│  1163   │ 1164 │ 137  │   44    │   3    │  486   │
│  1164   │ 1165 │ 137  │   59    │   3    │  565   │
│  1165   │ 1166 │ 137  │   80    │   3    │  536   │
│  1166   │ 1167 │ 137  │   93    │   3    │  380   │
│  1167   │ 1168 │ 137  │   103   │   3    │  124   │
│  1168   │ 1169 │ 138  │    6    │   3    │  339   │
│  1169   │ 1170 │ 138  │   51    │   3    │  996   │
│  1170   │ 1171 │ 138  │   89    │   3    │  752   │
│  1171   │ 1172 │ 139  │   23    │   3    │  716   │
│  1172   │ 1173 │ 139  │   37    │   3    │  551   │
│  1173   │ 1174 │ 139  │   41    │   3    │  631   │
│  1174   │ 1175 │ 139  │   68    │   3    │  279   │
│  1175   │ 1176 │ 139  │   73    │   3    │  555   │
│  1176   │ 1177 │ 139  │   81    │   3    │  373   │
│  1177   │ 1178 │ 139  │   103   │   3    │  691   │
│  1178   │ 1179 │ 139  │   112   │   3    │  114   │
│  1179   │ 1180 │ 139  │   116   │   3    │  215   │
│  1180   │ 1181 │ 139  │   131   │   3    │  515   │
└─────────┴──────┴──────┴─────────┴────────┴────────┘
look around 153
Below:  .....
false
Left:  .
false
Right:  .
false
look around 988
Below:  *....
true
1 {
  id: 2,
  line: 0,
  foundAt: 28,
  length: 3,
  number: 988,
  foundGearAt: '1,27'
}
Left:  .
false
Right:  .
false
look around 502
Below:  #....
true
Left:  .
false
Right:  .
false
look around 842
Below:  .....
false
Left:  .
false
Right:  .
false
look around 588
Below:  .....
false
Left:  .
false
Right:  .
false
look around 441
Below:  .....
false
Left:  .
false
Right:  .
false
look around 468
Below:  .*...
true
1 {
  id: 7,
  line: 0,
  foundAt: 64,
  length: 3,
  number: 468,
  foundGearAt: '1,64'
}
Left:  .
false
Right:  .
false
look around 481
Below:  .=...
true
Left:  .
false
Right:  .
false
look around 314
Below:  .....
false
Left:  .
false
Right:  .
false
look around 715
Below:  .....
false
Left:  .
false
Right:  .
false
look around 57
Below:  ....
false
Left:  .
false
Right:  .
false
look around 163
Below:  ....#
true
Left:  .
false
Right:  .
false
look around 992
Below:  ....*
true
1 {
  id: 13,
  line: 0,
  foundAt: 131,
  length: 3,
  number: 992,
  foundGearAt: '1,134'
}
Left:  .
false
Right:  .
false
look around 512
Below:  .....
false
Left:  .
false
Right:  .
false
look around 805
Below:  .....
false
Left:  .
false
Right:  .
false
look around 914
Above:  .....
false
Below:  ...#.
true
Left:  .
false
Right:  .
false
look around 617
Above:  ....*
true
{
  id: 17,
  line: 2,
  foundAt: 24,
  length: 3,
  number: 617,
  foundGearAt: '1,27'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 201
Above:  .....
false
Below:  ..*..
true
3 {
  id: 18,
  line: 2,
  foundAt: 29,
  length: 3,
  number: 201,
  foundGearAt: '3,30'
}
Left:  .
false
Right:  .
false
look around 271
Above:  .....
false
Below:  ..*..
true
3 {
  id: 19,
  line: 2,
  foundAt: 41,
  length: 3,
  number: 271,
  foundGearAt: '3,42'
}
Left:  .
false
Right:  .
false
look around 671
Above:  %....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 52
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 898
Above:  ...*.
true
{
  id: 22,
  line: 2,
  foundAt: 62,
  length: 3,
  number: 898,
  foundGearAt: '1,64'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 847
Above:  %....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 230
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 215
Above:  ....#
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 393
Above:  ..*..
true
{
  id: 26,
  line: 2,
  foundAt: 109,
  length: 3,
  number: 393,
  foundGearAt: '1,110'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 751
Above:  .....
false
Below:  .....
false
Left:  %
true
Right:  .
false
look around 537
Above:  ...-.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 361
Above:  ....#
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 4
Above:  ...
false
Below:  ...
false
Left:  -
true
Right:  .
false
look around 165
Above:  .....
false
Below:  .../.
true
Left:  .
false
Right:  .
false
look around 609
Above:  .....
false
Below:  .*...
true
4 {
  id: 32,
  line: 3,
  foundAt: 75,
  length: 3,
  number: 609,
  foundGearAt: '4,75'
}
Left:  .
false
Right:  .
false
look around 922
Above:  .....
false
Below:  ...=.
true
Left:  .
false
Right:  .
false
look around 133
Above:  ....*
true
{
  id: 34,
  line: 3,
  foundAt: 91,
  length: 3,
  number: 133,
  foundGearAt: '2,94'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 706
Above:  .....
false
Below:  ..%..
true
Left:  .
false
Right:  .
false
look around 552
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 127
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 490
Above:  ....
false
Below:  ....
false
Right:  *
true
look around 350
Above:  .*...
true
{
  id: 39,
  line: 4,
  foundAt: 30,
  length: 3,
  number: 350,
  foundGearAt: '3,30'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 664
Above:  ...*.
true
{
  id: 40,
  line: 4,
  foundAt: 40,
  length: 3,
  number: 664,
  foundGearAt: '3,42'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 806
Above:  .....
false
Below:  ..+..
true
Left:  .
false
Right:  .
false
look around 514
Above:  .....
false
Below:  ....*
true
5 {
  id: 42,
  line: 4,
  foundAt: 79,
  length: 3,
  number: 514,
  foundGearAt: '5,82'
}
Left:  .
false
Right:  .
false
look around 31
Above:  ....
false
Below:  *...
true
5 {
  id: 43,
  line: 4,
  foundAt: 83,
  length: 2,
  number: 31,
  foundGearAt: '5,82'
}
Left:  .
false
Right:  .
false
look around 25
Above:  ....
false
Below:  ....
false
Left:  /
true
Right:  .
false
look around 83
Above:  ...*
true
{
  id: 45,
  line: 4,
  foundAt: 124,
  length: 2,
  number: 83,
  foundGearAt: '3,126'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 245
Above:  *....
true
{
  id: 46,
  line: 5,
  foundAt: 4,
  length: 3,
  number: 245,
  foundGearAt: '4,3'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 805
Above:  .....
false
Below:  ...*.
true
6 {
  id: 47,
  line: 5,
  foundAt: 22,
  length: 3,
  number: 805,
  foundGearAt: '6,24'
}
Left:  .
false
Right:  .
false
look around 467
Above:  .*...
true
{
  id: 48,
  line: 5,
  foundAt: 36,
  length: 3,
  number: 467,
  foundGearAt: '4,36'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 449
Above:  .....
false
Below:  .*...
true
6 {
  id: 49,
  line: 5,
  foundAt: 46,
  length: 3,
  number: 449,
  foundGearAt: '6,46'
}
Left:  .
false
Right:  .
false
look around 313
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 115
Above:  .*...
true
{
  id: 51,
  line: 5,
  foundAt: 75,
  length: 3,
  number: 115,
  foundGearAt: '4,75'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 611
Above:  .....
false
Below:  ....*
true
6 {
  id: 52,
  line: 5,
  foundAt: 90,
  length: 3,
  number: 611,
  foundGearAt: '6,93'
}
Left:  .
false
Right:  .
false
look around 343
Above:  .....
false
Below:  *....
true
6 {
  id: 53,
  line: 5,
  foundAt: 94,
  length: 3,
  number: 343,
  foundGearAt: '6,93'
}
Left:  .
false
Right:  .
false
look around 237
Above:  .....
false
Below:  *....
true
6 {
  id: 54,
  line: 5,
  foundAt: 113,
  length: 3,
  number: 237,
  foundGearAt: '6,112'
}
Left:  .
false
Right:  .
false
look around 229
Above:  .....
false
Below:  ..*..
true
6 {
  id: 55,
  line: 5,
  foundAt: 118,
  length: 3,
  number: 229,
  foundGearAt: '6,119'
}
Left:  .
false
Right:  .
false
look around 150
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 8
Above:  ...
false
Below:  ...
false
Left:  .
false
Right:  .
false
look around 511
Above:  *....
true
{
  id: 58,
  line: 6,
  foundAt: 71,
  length: 3,
  number: 511,
  foundGearAt: '5,70'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 837
Above:  ..$..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 435
Above:  ....
false
Below:  ...*
true
8 {
  id: 60,
  line: 7,
  foundAt: 0,
  length: 3,
  number: 435,
  foundGearAt: '8,2'
}
Right:  .
false
look around 688
Above:  .....
false
Below:  ..%..
true
Left:  .
false
Right:  .
false
look around 8
Above:  .*.
true
{
  id: 62,
  line: 7,
  foundAt: 24,
  length: 1,
  number: 8,
  foundGearAt: '6,24'
}
Below:  ...
false
Left:  .
false
Right:  .
false
look around 330
Above:  .*...
true
{
  id: 63,
  line: 7,
  foundAt: 46,
  length: 3,
  number: 330,
  foundGearAt: '6,46'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 474
Above:  .....
false
Below:  .*...
true
8 {
  id: 64,
  line: 7,
  foundAt: 66,
  length: 3,
  number: 474,
  foundGearAt: '8,66'
}
Left:  .
false
Right:  .
false
look around 9
Above:  ...
false
Below:  .%.
true
Left:  .
false
Right:  .
false
look around 736
Above:  .....
false
Below:  .*...
true
