140  x  141
┌─────────┬──────┬──────┬─────────┬────────┬────────┐
│ (index) │  id  │ line │ foundAt │ length │ number │
│   516   │ 517  │  60  │   101   │   3    │  725   │
│   517   │ 518  │  60  │   127   │   3    │  442   │
│   518   │ 519  │  61  │   13    │   3    │  812   │
│   519   │ 520  │  61  │   20    │   3    │  613   │
│   520   │ 521  │  61  │   28    │   3    │  892   │
│   521   │ 522  │  61  │   57    │   3    │  464   │
│   522   │ 523  │  61  │   66    │   3    │  430   │
│   523   │ 524  │  61  │   77    │   3    │  462   │
│   524   │ 525  │  61  │   93    │   3    │  599   │
│   525   │ 526  │  61  │   109   │   3    │  555   │
│   526   │ 527  │  61  │   114   │   3    │  204   │
│   527   │ 528  │  61  │   121   │   3    │  219   │
│   528   │ 529  │  61  │   131   │   3    │  637   │
│   529   │ 530  │  62  │    3    │   3    │  544   │
│   530   │ 531  │  62  │   70    │   3    │  840   │
│   531   │ 532  │  62  │   84    │   3    │  994   │
│   532   │ 533  │  62  │   88    │   3    │  797   │
│   533   │ 534  │  62  │   99    │   2    │   52   │
│   534   │ 535  │  62  │   126   │   3    │  739   │
│   535   │ 536  │  63  │   39    │   3    │  713   │
│   536   │ 537  │  63  │   43    │   3    │  304   │
│   537   │ 538  │  63  │   49    │   3    │  161   │
│   538   │ 539  │  63  │   60    │   3    │  186   │
│   539   │ 540  │  63  │   80    │   3    │  824   │
│   540   │ 541  │  63  │   108   │   3    │  118   │
│   541   │ 542  │  63  │   112   │   3    │  844   │
│   542   │ 543  │  63  │   117   │   3    │  113   │
│   543   │ 544  │  63  │   132   │   3    │  872   │
│   544   │ 545  │  64  │   22    │   2    │   75   │
│   545   │ 546  │  64  │   25    │   3    │  963   │
│   546   │ 547  │  64  │   34    │   3    │  244   │
│   547   │ 548  │  64  │   56    │   3    │  466   │
│   548   │ 549  │  64  │   69    │   3    │  590   │
│   549   │ 550  │  64  │   92    │   3    │  208   │
│   550   │ 551  │  64  │   99    │   3    │  363   │
│   551   │ 552  │  64  │   123   │   3    │  872   │
│   552   │ 553  │  65  │   13    │   3    │  391   │
│   553   │ 554  │  65  │   45    │   3    │  843   │
│   554   │ 555  │  65  │   65    │   3    │  184   │
│   555   │ 556  │  65  │   104   │   3    │  441   │
│   556   │ 557  │  65  │   113   │   3    │  448   │
│   557   │ 558  │  65  │   117   │   3    │  597   │
│   558   │ 559  │  66  │    0    │   3    │  979   │
│   559   │ 560  │  66  │    9    │   3    │  416   │
│   560   │ 561  │  66  │   18    │   3    │  114   │
│   561   │ 562  │  66  │   37    │   3    │  306   │
│   562   │ 563  │  66  │   51    │   3    │  719   │
│   563   │ 564  │  66  │   59    │   3    │  792   │
│   564   │ 565  │  66  │   122   │   3    │  603   │
│   565   │ 566  │  66  │   126   │   3    │  989   │
│   566   │ 567  │  66  │   130   │   3    │  914   │
│   567   │ 568  │  67  │   28    │   3    │  975   │
│   568   │ 569  │  67  │   33    │   3    │  670   │
│   569   │ 570  │  67  │   41    │   3    │  890   │
│   570   │ 571  │  67  │   47    │   3    │  621   │
│   571   │ 572  │  67  │   72    │   3    │  145   │
│   572   │ 573  │  67  │   77    │   3    │  659   │
│   573   │ 574  │  67  │   83    │   3    │  369   │
│   574   │ 575  │  67  │   89    │   3    │  978   │
│   575   │ 576  │  67  │   96    │   3    │  935   │
│   576   │ 577  │  67  │   107   │   3    │  938   │
│   577   │ 578  │  67  │   134   │   3    │  107   │
│   578   │ 579  │  68  │   16    │   3    │  259   │
│   579   │ 580  │  68  │   22    │   3    │  632   │
│   580   │ 581  │  68  │   56    │   3    │  173   │
│   581   │ 582  │  68  │   62    │   3    │  871   │
│   582   │ 583  │  68  │   93    │   1    │   4    │
│   583   │ 584  │  68  │   116   │   3    │  108   │
│   584   │ 585  │  68  │   129   │   3    │  281   │
│   585   │ 586  │  69  │   32    │   3    │  326   │
│   586   │ 587  │  69  │   40    │   3    │  732   │
│   587   │ 588  │  69  │   46    │   3    │  528   │
│   588   │ 589  │  69  │   71    │   3    │  698   │
│   589   │ 590  │  69  │   87    │   3    │  316   │
│   590   │ 591  │  69  │   101   │   3    │  188   │
│   591   │ 592  │  69  │   105   │   3    │  888   │
│   592   │ 593  │  69  │   125   │   3    │  918   │
│   593   │ 594  │  70  │    2    │   3    │  512   │
│   594   │ 595  │  70  │   13    │   3    │  507   │
│   595   │ 596  │  70  │   52    │   3    │  440   │
│   596   │ 597  │  70  │   80    │   3    │  938   │
│   597   │ 598  │  70  │   92    │   3    │  254   │
│   598   │ 599  │  70  │   97    │   3    │  313   │
│   599   │ 600  │  70  │   131   │   3    │  422   │
│   600   │ 601  │  71  │   17    │   3    │  300   │
│   601   │ 602  │  71  │   29    │   3    │  430   │
│   602   │ 603  │  71  │   34    │   3    │  354   │
│   603   │ 604  │  71  │   43    │   3    │  884   │
│   604   │ 605  │  71  │   47    │   3    │  701   │
│   605   │ 606  │  71  │   62    │   3    │  368   │
│   606   │ 607  │  71  │   85    │   3    │  480   │
│   607   │ 608  │  71  │   102   │   3    │  142   │
│   608   │ 609  │  71  │   118   │   3    │  305   │
│   609   │ 610  │  71  │   124   │   3    │  145   │
│   610   │ 611  │  71  │   128   │   2    │   61   │
│   611   │ 612  │  71  │   136   │   3    │  106   │
│   612   │ 613  │  72  │    1    │   3    │  363   │
│   613   │ 614  │  72  │    6    │   3    │  939   │
│   614   │ 615  │  72  │   10    │   3    │  639   │
│   615   │ 616  │  72  │   58    │   3    │  704   │
│   616   │ 617  │  72  │   66    │   3    │  835   │
│   617   │ 618  │  72  │   74    │   3    │  776   │
│   618   │ 619  │  72  │   97    │   3    │  655   │
│   619   │ 620  │  72  │   109   │   3    │  645   │
│   620   │ 621  │  72  │   131   │   3    │  892   │
│   621   │ 622  │  73  │   21    │   3    │  338   │
│   622   │ 623  │  73  │   51    │   3    │  741   │
│   623   │ 624  │  73  │   78    │   3    │  113   │
│   624   │ 625  │  73  │   83    │   3    │  895   │
│   625   │ 626  │  73  │   104   │   3    │  403   │
│   626   │ 627  │  73  │   115   │   2    │   40   │
│   627   │ 628  │  73  │   119   │   3    │  992   │
│   628   │ 629  │  73  │   124   │   1    │   2    │
│   629   │ 630  │  74  │   17    │   3    │  986   │
│   630   │ 631  │  74  │   31    │   3    │  927   │
│   631   │ 632  │  74  │   37    │   3    │  449   │
│   632   │ 633  │  74  │   41    │   2    │   17   │
│   633   │ 634  │  74  │   71    │   3    │  182   │
│   634   │ 635  │  74  │   91    │   3    │  870   │
│   635   │ 636  │  74  │   100   │   3    │  899   │
│   636   │ 637  │  74  │   111   │   3    │  665   │
│   637   │ 638  │  74  │   133   │   3    │  949   │
│   638   │ 639  │  74  │   137   │   3    │  189   │
│   639   │ 640  │  75  │    3    │   3    │  841   │
│   640   │ 641  │  75  │   75    │   3    │  849   │
│   641   │ 642  │  75  │   95    │   3    │  295   │
│   642   │ 643  │  75  │   107   │   3    │  420   │
│   643   │ 644  │  75  │   124   │   3    │  441   │
│   644   │ 645  │  75  │   128   │   3    │  882   │
│   645   │ 646  │  76  │   23    │   3    │  124   │
│   646   │ 647  │  76  │   29    │   3    │  993   │
│   647   │ 648  │  76  │   71    │   3    │  365   │
│   648   │ 649  │  76  │   84    │   2    │   79   │
│   649   │ 650  │  76  │   87    │   3    │  364   │
│   650   │ 651  │  76  │   120   │   3    │  414   │
│   651   │ 652  │  76  │   135   │   3    │  360   │
│   652   │ 653  │  77  │    8    │   3    │  159   │
│   653   │ 654  │  77  │   34    │   3    │  457   │
│   654   │ 655  │  77  │   42    │   3    │  199   │
│   655   │ 656  │  77  │   51    │   3    │  960   │
│   656   │ 657  │  77  │   55    │   3    │  967   │
│   657   │ 658  │  77  │   104   │   3    │  181   │
│   658   │ 659  │  78  │   21    │   3    │  859   │
│   659   │ 660  │  78  │   59    │   3    │  962   │
│   660   │ 661  │  78  │   75    │   3    │  912   │
│   661   │ 662  │  78  │   89    │   3    │  330   │
│   662   │ 663  │  78  │   97    │   3    │  168   │
│   663   │ 664  │  78  │   111   │   3    │  904   │
│   664   │ 665  │  78  │   119   │   3    │  958   │
│   665   │ 666  │  78  │   127   │   3    │  213   │
│   666   │ 667  │  78  │   131   │   3    │  583   │
│   667   │ 668  │  78  │   136   │   2    │   49   │
│   668   │ 669  │  79  │   29    │   3    │  421   │
│   669   │ 670  │  79  │   34    │   3    │  340   │
│   670   │ 671  │  79  │   38    │   3    │  196   │
│   671   │ 672  │  79  │   43    │   3    │  892   │
│   672   │ 673  │  79  │   55    │   3    │  409   │
│   673   │ 674  │  79  │   80    │   3    │  488   │
│   674   │ 675  │  79  │   84    │   3    │  645   │
│   675   │ 676  │  80  │    5    │   3    │  802   │
│   676   │ 677  │  80  │   16    │   3    │  116   │
│   677   │ 678  │  80  │   62    │   3    │  227   │
│   678   │ 679  │  80  │   73    │   3    │  791   │
│   679   │ 680  │  80  │   90    │   3    │  203   │
│   680   │ 681  │  80  │   98    │   3    │  963   │
│   681   │ 682  │  80  │   103   │   3    │  418   │
│   682   │ 683  │  80  │   122   │   3    │  599   │
│   683   │ 684  │  80  │   136   │   3    │  744   │
│   684   │ 685  │  81  │   21    │   3    │  966   │
│   685   │ 686  │  81  │   25    │   2    │   23   │
│   686   │ 687  │  81  │   28    │   2    │   94   │
│   687   │ 688  │  81  │   33    │   2    │   58   │
│   688   │ 689  │  81  │   37    │   3    │  283   │
│   689   │ 690  │  81  │   51    │   3    │  476   │
│   690   │ 691  │  81  │   58    │   3    │  722   │
│   691   │ 692  │  81  │   68    │   3    │  730   │
│   692   │ 693  │  81  │   117   │   3    │  700   │
│   693   │ 694  │  81  │   128   │   3    │  788   │
│   694   │ 695  │  82  │    0    │   3    │  240   │
│   695   │ 696  │  82  │   14    │   3    │  844   │
│   696   │ 697  │  82  │   47    │   3    │  486   │
│   697   │ 698  │  82  │   62    │   3    │  307   │
│   698   │ 699  │  82  │   78    │   2    │   49   │
│   699   │ 700  │  82  │   83    │   3    │  288   │
│   700   │ 701  │  82  │   96    │   3    │  329   │
│   701   │ 702  │  82  │   112   │   2    │   61   │
│   702   │ 703  │  82  │   138   │   2    │   95   │
│   703   │ 704  │  83  │   22    │   3    │  148   │
│   704   │ 705  │  83  │   27    │   3    │  446   │
│   705   │ 706  │  83  │   41    │   3    │  402   │
│   706   │ 707  │  83  │   55    │   3    │  256   │
│   707   │ 708  │  83  │   92    │   3    │  573   │
│   708   │ 709  │  83  │   117   │   3    │  319   │
│   709   │ 710  │  83  │   127   │   3    │  763   │
│   710   │ 711  │  84  │    6    │   3    │  936   │
│   711   │ 712  │  84  │   66    │   3    │  709   │
│   712   │ 713  │  84  │   72    │   3    │  371   │
│   713   │ 714  │  84  │   78    │   3    │  955   │
│   714   │ 715  │  84  │   83    │   3    │  352   │
│   715   │ 716  │  84  │   98    │   3    │  553   │
│   716   │ 717  │  84  │   102   │   3    │  629   │
│   717   │ 718  │  84  │   109   │   3    │  445   │
│   718   │ 719  │  85  │    1    │   3    │  121   │
│   719   │ 720  │  85  │   10    │   3    │  445   │
│   720   │ 721  │  85  │   14    │   3    │  347   │
│   721   │ 722  │  85  │   20    │   3    │  455   │
│   722   │ 723  │  85  │   40    │   2    │   92   │
│   723   │ 724  │  85  │   60    │   3    │  367   │
│   724   │ 725  │  85  │   94    │   3    │  881   │
│   725   │ 726  │  85  │   113   │   3    │  267   │
│   726   │ 727  │  85  │   123   │   2    │   89   │
│   727   │ 728  │  85  │   131   │   3    │  843   │
│   728   │ 729  │  85  │   136   │   3    │  782   │
│   729   │ 730  │  86  │    6    │   3    │  519   │
│   730   │ 731  │  86  │   26    │   3    │  401   │
│   731   │ 732  │  86  │   30    │   3    │  996   │
│   732   │ 733  │  86  │   34    │   3    │  452   │
│   733   │ 734  │  86  │   49    │   3    │  387   │
│   734   │ 735  │  86  │   53    │   3    │  886   │
│   735   │ 736  │  86  │   65    │   3    │  982   │
│   736   │ 737  │  86  │   71    │   3    │  149   │
│   737   │ 738  │  86  │   76    │   3    │  910   │
│   738   │ 739  │  86  │   90    │   2    │   81   │
│   739   │ 740  │  86  │   104   │   3    │  653   │
│   740   │ 741  │  86  │   109   │   3    │  407   │
│   741   │ 742  │  86  │   118   │   3    │  819   │
│   742   │ 743  │  87  │   13    │   3    │  950   │
│   743   │ 744  │  87  │   19    │   3    │  448   │
│   744   │ 745  │  87  │   44    │   3    │  691   │
│   745   │ 746  │  87  │   97    │   3    │  538   │
│   746   │ 747  │  87  │   114   │   3    │  681   │
│   747   │ 748  │  87  │   127   │   3    │  560   │
│   748   │ 749  │  88  │    5    │   2    │   25   │
│   749   │ 750  │  88  │   27    │   2    │   60   │
│   750   │ 751  │  88  │   64    │   3    │  304   │
│   751   │ 752  │  88  │   68    │   3    │  863   │
│   752   │ 753  │  88  │   90    │   3    │  103   │
│   753   │ 754  │  88  │   109   │   3    │  811   │
│   754   │ 755  │  88  │   122   │   3    │  923   │
│   755   │ 756  │  88  │   132   │   3    │  426   │
│   756   │ 757  │  89  │    1    │   3    │  800   │
│   757   │ 758  │  89  │   41    │   3    │  974   │
│   758   │ 759  │  89  │   58    │   3    │  255   │
│   759   │ 760  │  89  │   75    │   3    │  958   │
│   760   │ 761  │  89  │   82    │   3    │  738   │
│   761   │ 762  │  89  │   99    │   3    │  465   │
│   762   │ 763  │  89  │   118   │   3    │  181   │
│   763   │ 764  │  90  │   17    │   3    │  824   │
│   764   │ 765  │  90  │   24    │   3    │  782   │
│   765   │ 766  │  90  │   35    │   2    │   90   │
│   766   │ 767  │  90  │   49    │   3    │  505   │
│   767   │ 768  │  90  │   64    │   3    │  903   │
│   768   │ 769  │  90  │   86    │   3    │  544   │
│   769   │ 770  │  90  │   90    │   3    │  712   │
│   770   │ 771  │  90  │   94    │   3    │  826   │
│   771   │ 772  │  90  │   108   │   3    │  800   │
│   772   │ 773  │  91  │    3    │   3    │  408   │
│   773   │ 774  │  91  │    8    │   3    │  123   │
│   774   │ 775  │  91  │   56    │   3    │  557   │
│   775   │ 776  │  91  │   98    │   3    │  561   │
│   776   │ 777  │  91  │   102   │   3    │  743   │
│   777   │ 778  │  91  │   117   │   3    │  310   │
│   778   │ 779  │  91  │   122   │   3    │  642   │
│   779   │ 780  │  91  │   128   │   2    │   97   │
│   780   │ 781  │  91  │   131   │   3    │  475   │
│   781   │ 782  │  92  │   15    │   3    │  900   │
│   782   │ 783  │  92  │   20    │   3    │  494   │
│   783   │ 784  │  92  │   28    │   3    │  915   │
│   784   │ 785  │  92  │   32    │   3    │  624   │
│   785   │ 786  │  92  │   64    │   3    │  508   │
│   786   │ 787  │  92  │   72    │   3    │  431   │
│   787   │ 788  │  92  │   77    │   3    │  500   │
│   788   │ 789  │  92  │   89    │   3    │  986   │
│   789   │ 790  │  92  │   109   │   3    │  187   │
│   790   │ 791  │  93  │   40    │   3    │  741   │
│   791   │ 792  │  93  │   45    │   3    │  957   │
│   792   │ 793  │  93  │   49    │   3    │  979   │
│   793   │ 794  │  93  │   120   │   3    │  218   │
│   794   │ 795  │  93  │   124   │   3    │  805   │
│   795   │ 796  │  93  │   133   │   3    │  505   │
│   796   │ 797  │  94  │   27    │   2    │   59   │
│   797   │ 798  │  94  │   34    │   3    │  595   │
│   798   │ 799  │  94  │   54    │   3    │  948   │
│   799   │ 800  │  94  │   69    │   3    │  885   │
│   800   │ 801  │  94  │   78    │   3    │  808   │
│   801   │ 802  │  94  │   84    │   3    │  554   │
│   802   │ 803  │  94  │   96    │   2    │   70   │
│   803   │ 804  │  94  │   104   │   3    │  827   │
│   804   │ 805  │  94  │   137   │   3    │  690   │
│   805   │ 806  │  95  │    3    │   2    │   95   │
│   806   │ 807  │  95  │   20    │   3    │  455   │
│   807   │ 808  │  95  │   60    │   3    │  776   │
│   808   │ 809  │  95  │   74    │   3    │  795   │
│   809   │ 810  │  95  │   111   │   3    │  349   │
│   810   │ 811  │  95  │   129   │   3    │  621   │
│   811   │ 812  │  95  │   133   │   2    │   80   │
│   812   │ 813  │  96  │   12    │   3    │  793   │
│   813   │ 814  │  96  │   43    │   3    │  842   │
│   814   │ 815  │  96  │   56    │   3    │  898   │
│   815   │ 816  │  96  │   68    │   3    │  729   │
│   816   │ 817  │  96  │   90    │   3    │  698   │
│   817   │ 818  │  96  │   100   │   3    │  273   │
│   818   │ 819  │  96  │   106   │   3    │  704   │
│   819   │ 820  │  96  │   120   │   3    │  451   │
│   820   │ 821  │  97  │    7    │   3    │  340   │
│   821   │ 822  │  97  │   16    │   3    │  911   │
│   822   │ 823  │  97  │   25    │   3    │  865   │
│   823   │ 824  │  97  │   33    │   3    │  876   │
│   824   │ 825  │  97  │   74    │   3    │  676   │
│   825   │ 826  │  97  │   78    │   3    │  498   │
│   826   │ 827  │  97  │   83    │   3    │  424   │
│   827   │ 828  │  97  │   116   │   3    │  241   │
│   828   │ 829  │  97  │   125   │   3    │  967   │
│   829   │ 830  │  97  │   135   │   3    │  323   │
│   830   │ 831  │  98  │   37    │   3    │  271   │
│   831   │ 832  │  98  │   42    │   3    │  578   │
│   832   │ 833  │  98  │   56    │   3    │  734   │
│   833   │ 834  │  98  │   61    │   1    │   8    │
│   834   │ 835  │  98  │   64    │   3    │  692   │
│   835   │ 836  │  98  │   69    │   3    │  435   │
│   836   │ 837  │  98  │   92    │   3    │  698   │
│   837   │ 838  │  98  │   96    │   3    │  548   │
│   838   │ 839  │  99  │   31    │   3    │  131   │
│   839   │ 840  │  99  │   77    │   3    │  523   │
│   840   │ 841  │  99  │   81    │   3    │  659   │
│   841   │ 842  │  99  │   87    │   3    │  221   │
│   842   │ 843  │  99  │   118   │   3    │  468   │
│   843   │ 844  │  99  │   123   │   3    │  263   │
│   844   │ 845  │  99  │   128   │   3    │  395   │
│   845   │ 846  │  99  │   132   │   3    │  408   │
│   846   │ 847  │  99  │   137   │   3    │  757   │
│   847   │ 848  │ 100  │    5    │   3    │  236   │
│   848   │ 849  │ 100  │   12    │   3    │  661   │
│   849   │ 850  │ 100  │   18    │   3    │  565   │
│   850   │ 851  │ 100  │   49    │   3    │  228   │
│   851   │ 852  │ 100  │   64    │   3    │  287   │
│   852   │ 853  │ 100  │   70    │   3    │  448   │
│   853   │ 854  │ 101  │   22    │   3    │  982   │
│   854   │ 855  │ 101  │   53    │   3    │  403   │
│   855   │ 856  │ 101  │   57    │   3    │  317   │
│   856   │ 857  │ 101  │   74    │   3    │  103   │
│   857   │ 858  │ 101  │   94    │   3    │  454   │
│   858   │ 859  │ 101  │   104   │   3    │  311   │
│   859   │ 860  │ 101  │   111   │   3    │  588   │
│   860   │ 861  │ 101  │   133   │   3    │  105   │
│   861   │ 862  │ 102  │    3    │   2    │   72   │
│   862   │ 863  │ 102  │   36    │   3    │  246   │
│   863   │ 864  │ 102  │   41    │   3    │  991   │
│   864   │ 865  │ 102  │   61    │   2    │   12   │
│   865   │ 866  │ 102  │   89    │   3    │  271   │
│   866   │ 867  │ 102  │   100   │   3    │  668   │
│   867   │ 868  │ 103  │    7    │   3    │  348   │
│   868   │ 869  │ 103  │   13    │   3    │  259   │
│   869   │ 870  │ 103  │   28    │   3    │  384   │
│   870   │ 871  │ 103  │   32    │   3    │  221   │
│   871   │ 872  │ 103  │   50    │   3    │  873   │
│   872   │ 873  │ 103  │   66    │   3    │  560   │
│   873   │ 874  │ 103  │   77    │   3    │  686   │
│   874   │ 875  │ 103  │   111   │   3    │  241   │
│   875   │ 876  │ 103  │   126   │   3    │  763   │
│   876   │ 877  │ 103  │   137   │   3    │  884   │
│   877   │ 878  │ 104  │   23    │   3    │  848   │
│   878   │ 879  │ 104  │   74    │   2    │   76   │
│   879   │ 880  │ 104  │   87    │   3    │  889   │
│   880   │ 881  │ 104  │   92    │   3    │  417   │
│   881   │ 882  │ 104  │   96    │   3    │  404   │
│   882   │ 883  │ 104  │   118   │   3    │  538   │
│   883   │ 884  │ 104  │   122   │   3    │  663   │
│   884   │ 885  │ 104  │   134   │   2    │   61   │
│   885   │ 886  │ 105  │    7    │   3    │  446   │
│   886   │ 887  │ 105  │   14    │   3    │  948   │
│   887   │ 888  │ 105  │   19    │   3    │  805   │
│   888   │ 889  │ 105  │   27    │   3    │  615   │
│   889   │ 890  │ 105  │   35    │   3    │  303   │
│   890   │ 891  │ 105  │   40    │   3    │  372   │
│   891   │ 892  │ 105  │   53    │   3    │  893   │
│   892   │ 893  │ 105  │   63    │   3    │  945   │
│   893   │ 894  │ 105  │   69    │   3    │  849   │
│   894   │ 895  │ 105  │   81    │   3    │  861   │
│   895   │ 896  │ 105  │   101   │   3    │  187   │
│   896   │ 897  │ 105  │   105   │   3    │  980   │
│   897   │ 898  │ 105  │   130   │   3    │  838   │
│   898   │ 899  │ 106  │    3    │   3    │  453   │
│   899   │ 900  │ 106  │   48    │   3    │  357   │
│   900   │ 901  │ 106  │   87    │   3    │  506   │
│   901   │ 902  │ 106  │   94    │   3    │  129   │
│   902   │ 903  │ 106  │   110   │   3    │  633   │
│   903   │ 904  │ 106  │   114   │   3    │  822   │
│   904   │ 905  │ 107  │    7    │   3    │  188   │
│   905   │ 906  │ 107  │   18    │   3    │  495   │
│   906   │ 907  │ 107  │   25    │   3    │  732   │
│   907   │ 908  │ 107  │   40    │   3    │  635   │
│   908   │ 909  │ 107  │   62    │   3    │  219   │
│   909   │ 910  │ 107  │   73    │   2    │   65   │
│   910   │ 911  │ 107  │   79    │   3    │  475   │
│   911   │ 912  │ 107  │   98    │   3    │  811   │
│   912   │ 913  │ 107  │   104   │   3    │  231   │
│   913   │ 914  │ 107  │   120   │   3    │  332   │
│   914   │ 915  │ 107  │   127   │   3    │  212   │
│   915   │ 916  │ 108  │   44    │   3    │  575   │
│   916   │ 917  │ 108  │   57    │   3    │  591   │
│   917   │ 918  │ 108  │   67    │   3    │  420   │
│   918   │ 919  │ 108  │   111   │   3    │  897   │
│   919   │ 920  │ 108  │   115   │   3    │  317   │
│   920   │ 921  │ 108  │   131   │   3    │  165   │
│   921   │ 922  │ 108  │   137   │   3    │  762   │
│   922   │ 923  │ 109  │   13    │   3    │  764   │
│   923   │ 924  │ 109  │   18    │   3    │  410   │
│   924   │ 925  │ 109  │   34    │   3    │  438   │
│   925   │ 926  │ 109  │   52    │   3    │  588   │
│   926   │ 927  │ 109  │   61    │   3    │  245   │
│   927   │ 928  │ 109  │   79    │   3    │  468   │
│   928   │ 929  │ 109  │   92    │   2    │   32   │
│   929   │ 930  │ 109  │   97    │   3    │  714   │
│   930   │ 931  │ 109  │   103   │   3    │  456   │
│   931   │ 932  │ 110  │   38    │   3    │  516   │
│   932   │ 933  │ 110  │   42    │   3    │  552   │
│   933   │ 934  │ 110  │   48    │   3    │  366   │
│   934   │ 935  │ 110  │   57    │   3    │  416   │
│   935   │ 936  │ 110  │   68    │   3    │  166   │
│   936   │ 937  │ 110  │   74    │   3    │  552   │
│   937   │ 938  │ 110  │   113   │   3    │  126   │
│   938   │ 939  │ 110  │   125   │   3    │  396   │
│   939   │ 940  │ 110  │   129   │   3    │  386   │
│   940   │ 941  │ 110  │   136   │   3    │  921   │
│   941   │ 942  │ 111  │   21    │   2    │   67   │
│   942   │ 943  │ 111  │   32    │   3    │  468   │
│   943   │ 944  │ 111  │   81    │   3    │  403   │
│   944   │ 945  │ 111  │   85    │   3    │  221   │
│   945   │ 946  │ 111  │   95    │   3    │  433   │
│   946   │ 947  │ 111  │   103   │   3    │  411   │
│   947   │ 948  │ 111  │   108   │   3    │  299   │
│   948   │ 949  │ 111  │   121   │   3    │  457   │
│   949   │ 950  │ 112  │    5    │   3    │  539   │
│   950   │ 951  │ 112  │   16    │   3    │  287   │
│   951   │ 952  │ 112  │   45    │   3    │  657   │
│   952   │ 953  │ 112  │   50    │   3    │  457   │
│   953   │ 954  │ 112  │   67    │   3    │  614   │
│   954   │ 955  │ 112  │   78    │   2    │   34   │
│   955   │ 956  │ 112  │   100   │   2    │   12   │
│   956   │ 957  │ 112  │   112   │   3    │  693   │
│   957   │ 958  │ 113  │   12    │   3    │  908   │
│   958   │ 959  │ 113  │   22    │   3    │  602   │
│   959   │ 960  │ 113  │   27    │   3    │  176   │
│   960   │ 961  │ 113  │   32    │   3    │  358   │
│   961   │ 962  │ 113  │   37    │   3    │  778   │
│   962   │ 963  │ 113  │   55    │   2    │   72   │
│   963   │ 964  │ 113  │   86    │   3    │  161   │
│   964   │ 965  │ 113  │   90    │   3    │  579   │
│   965   │ 966  │ 113  │   128   │   3    │  571   │
│   966   │ 967  │ 113  │   132   │   3    │  602   │
│   967   │ 968  │ 114  │   41    │   3    │  799   │
│   968   │ 969  │ 114  │   61    │   3    │  118   │
│   969   │ 970  │ 114  │   72    │   3    │  788   │
│   970   │ 971  │ 114  │   79    │   3    │  689   │
│   971   │ 972  │ 114  │   106   │   3    │  702   │
│   972   │ 973  │ 114  │   111   │   3    │  493   │
│   973   │ 974  │ 114  │   121   │   3    │  117   │
│   974   │ 975  │ 115  │   17    │   3    │  337   │
│   975   │ 976  │ 115  │   22    │   3    │  496   │
│   976   │ 977  │ 115  │   27    │   3    │  504   │
│   977   │ 978  │ 115  │   53    │   3    │  519   │
│   978   │ 979  │ 115  │   84    │   3    │  744   │
│   979   │ 980  │ 115  │   95    │   3    │  782   │
│   980   │ 981  │ 115  │   117   │   3    │  625   │
│   981   │ 982  │ 115  │   129   │   3    │  499   │
│   982   │ 983  │ 115  │   137   │   3    │  576   │
│   983   │ 984  │ 116  │    7    │   3    │  459   │
│   984   │ 985  │ 116  │   59    │   2    │   28   │
│   985   │ 986  │ 116  │   66    │   3    │  398   │
│   986   │ 987  │ 116  │   100   │   2    │   19   │
│   987   │ 988  │ 116  │   107   │   3    │  935   │
│   988   │ 989  │ 116  │   122   │   3    │  845   │
│   989   │ 990  │ 117  │   13    │   3    │  707   │
│   990   │ 991  │ 117  │   37    │   3    │  992   │
│   991   │ 992  │ 117  │   48    │   3    │  289   │
│   992   │ 993  │ 117  │   54    │   3    │  481   │
│   993   │ 994  │ 117  │   80    │   1    │   3    │
│   994   │ 995  │ 117  │   83    │   3    │  234   │
│   995   │ 996  │ 117  │   90    │   3    │  822   │
│   996   │ 997  │ 118  │    2    │   3    │  513   │
│   997   │ 998  │ 118  │    6    │   3    │  914   │
│   998   │ 999  │ 118  │   19    │   3    │  161   │
│   999   │ 1000 │ 118  │   28    │   3    │  664   │
│  1000   │ 1001 │ 118  │   62    │   3    │  922   │
│  1001   │ 1002 │ 118  │   104   │   3    │  330   │
│  1002   │ 1003 │ 118  │   133   │   3    │  798   │
│  1003   │ 1004 │ 119  │   10    │   3    │  378   │
│  1004   │ 1005 │ 119  │   33    │   3    │  258   │
│  1005   │ 1006 │ 119  │   51    │   3    │  219   │
│  1006   │ 1007 │ 119  │   56    │   3    │  313   │
│  1007   │ 1008 │ 119  │   68    │   3    │  836   │
│  1008   │ 1009 │ 119  │   77    │   3    │  226   │
│  1009   │ 1010 │ 119  │   81    │   3    │  566   │
│  1010   │ 1011 │ 119  │   89    │   3    │  748   │
│  1011   │ 1012 │ 119  │   100   │   3    │  147   │
│  1012   │ 1013 │ 119  │   110   │   3    │  872   │
│  1013   │ 1014 │ 119  │   120   │   3    │  786   │
│  1014   │ 1015 │ 119  │   125   │   3    │  538   │
│  1015   │ 1016 │ 119  │   129   │   3    │  446   │
│  1016   │ 1017 │ 120  │    6    │   3    │  827   │
│  1017   │ 1018 │ 120  │   20    │   3    │  907   │
│  1018   │ 1019 │ 120  │   27    │   3    │  844   │
│  1019   │ 1020 │ 120  │   43    │   3    │  684   │
│  1020   │ 1021 │ 120  │   94    │   3    │  263   │
│  1021   │ 1022 │ 120  │   116   │   1    │   8    │
│  1022   │ 1023 │ 121  │    0    │   3    │  835   │
